Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
39579256,"$15,000","$15,000",11.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$2,625 / month",32.11%,1 year ,296xx,N/a,N/a,N/a,Teller,N/a,680-684,0,08/2003,$0.00,9,0,26,n/a,"$20,418.00",0,77.60%,n/a,0
39579306,"$9,600","$9,600",9.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,167 / month",17.19%,2 years ,168xx,N/a,N/a,N/a,Safety,N/a,685-689,0,08/2003,$0.00,6,0,14,54,"$4,994.00",0,63.20%,n/a,0
39579349,"$20,000","$20,000",17.14%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,167 / month",15.94%,4 years ,462xx,N/a,N/a,N/a,on premise sales consultant,N/a,685-689,0,08/2002,$0.00,11,0,19,n/a,"$14,125.00",0,53.90%,n/a,0
39579362,"$11,050","$11,050",8.19%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,583 / month",25.59%,7 years ,535xx,N/a,N/a,N/a,Transport Driver,N/a,680-684,0,11/1997,$0.00,6,0,14,n/a,"$16,934.00",0,98.50%,n/a,0
39579376,"$35,000","$35,000",16.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$8,333 / month",5.42%,7 years ,722xx,N/a,N/a,N/a,Residential Sustainability Advisor,N/a,695-699,0,08/1988,$0.00,4,0,17,n/a,"$21,611.00",0,77.50%,n/a,0
39579396,"$15,000","$15,000",6.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,OWN,"$5,833 / month",22.96%,10+ years ,957xx,N/a,N/a,N/a,Budget Analyst,N/a,705-709,0,06/1990,$0.00,16,0,30,n/a,"$44,363.00",0,49.30%,n/a,1
39579436,"$29,450","$29,450",19.99%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$11,250 / month",20.85%,5 years ,981xx,N/a,N/a,N/a,Staff Software Engineer,N/a,715-719,0,12/1999,$0.00,13,0,33,n/a,"$28,528.00",0,38.50%,n/a,1
39579478,"$12,825","$12,825",18.54%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$3,667 / month",13.81%,3 years ,088xx,N/a,N/a,N/a,billing specialist,N/a,660-664,0,01/2007,$0.00,18,0,29,41,"$9,908.00",1,62.30%,100,0
39579506,"$35,000","$35,000",15.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$7,833 / month",9.49%,2 years ,070xx,N/a,N/a,N/a,Registered Nurse,N/a,700-704,0,05/1999,$0.00,6,4,33,8,$62.00,0,0.40%,n/a,0
39579577,"$12,000","$12,000",14.31%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$2,417 / month",35.12%,< 1 year ,953xx,N/a,N/a,N/a,Associate,N/a,715-719,0,06/1997,$0.00,9,0,24,n/a,"$19,675.00",0,74.20%,n/a,0
39579581,"$28,550","$28,550",6.03%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$8,148 / month",19.98%,10+ years ,083xx,N/a,N/a,N/a,Superintendent,N/a,755-759,0,04/1998,$0.00,18,0,52,n/a,"$28,574.00",0,30.90%,n/a,1
39579588,"$20,000","$20,000",12.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$7,500 / month",28.81%,1 year ,997xx,N/a,N/a,N/a,Mechanic,N/a,680-684,0,08/2003,$0.00,9,0,29,37,"$17,756.00",0,70.50%,n/a,3
39579612,"$13,075","$13,075",24.50%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$5,225 / month",21.28%,3 years ,850xx,N/a,N/a,N/a,Operations Analyst,N/a,680-684,0,12/2003,$0.00,15,0,22,n/a,"$12,281.00",0,84.10%,n/a,0
39579736,"$10,000","$10,000",20.99%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,OWN,"$9,333 / month",24.33%,10+ years ,900xx,N/a,N/a,N/a,Chief Cook,N/a,665-669,0,05/2004,$0.00,7,0,42,25,$0.00,0,0.00%,n/a,0
39579753,"$15,000","$15,000",12.39%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$4,734 / month",23.19%,6 years ,882xx,N/a,N/a,N/a,lineman,N/a,675-679,0,08/2007,$0.00,10,0,12,n/a,"$13,378.00",0,96.90%,n/a,0
39579868,"$10,000","$10,000",6.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$3,125 / month",11.20%,10+ years ,936xx,N/a,N/a,N/a,Exc Secretary,N/a,660-664,0,10/1990,$0.00,6,0,24,32,"$12,294.00",2,40.60%,49,0
39579937,"$9,600","$9,600",15.59%,1.00%,"January 15, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$6,250 / month",4.42%,1 year ,950xx,N/a,N/a,N/a,Legal Assistant,N/a,665-669,0,09/2006,$0.00,8,1,12,11,"$7,222.00",0,57.80%,n/a,0
39579976,"$6,000","$6,000",9.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$10,000 / month",12.15%,5 years ,316xx,N/a,N/a,N/a,Maintenance Manager,N/a,705-709,0,02/2001,$0.00,8,0,18,n/a,"$32,238.00",1,77.30%,46,0
39580018,"$10,000","$10,000",6.03%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$8,333 / month",4.78%,9 years ,891xx,N/a,N/a,N/a,Bell Captain,N/a,805-809,0,10/1989,$0.00,11,0,23,n/a,"$16,058.00",0,14.80%,n/a,0
39580232,"$4,600","$4,600",14.31%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$4,167 / month",12.41%,3 years ,479xx,N/a,N/a,N/a,Operations Manager,N/a,700-704,0,08/2011,$0.00,11,0,15,n/a,"$4,564.00",0,20.40%,n/a,1
39580239,"$17,750","$17,750",17.14%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$8,750 / month",15.05%,10+ years ,855xx,N/a,N/a,N/a,Application Engineer,N/a,670-674,0,01/2004,$0.00,6,0,10,30,"$7,172.00",0,65.20%,n/a,0
39580292,"$10,875","$10,875",18.54%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,OWN,"$3,850 / month",23.66%,1 year ,605xx,N/a,N/a,N/a,Project Manager,N/a,670-674,0,09/2009,$0.00,21,0,32,n/a,"$8,995.00",0,67.10%,n/a,1
39580329,"$6,000","$6,000",11.44%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$5,000 / month",19.54%,10+ years ,104xx,N/a,N/a,N/a,Deli Assistant Manager,N/a,750-754,0,03/2003,$0.00,7,0,12,n/a,"$115,796.00",0,29.90%,n/a,0
39580336,"$13,000","$13,000",18.54%,1.00%,"January 16, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$6,400 / month",9.58%,6 years ,770xx,N/a,N/a,N/a,MARKET MANAGER,N/a,665-669,0,04/1988,$0.00,13,0,32,29,"$15,925.00",1,44.40%,59,2
39580365,"$6,325","$6,325",15.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$1,975 / month",10.69%,8 years ,531xx,N/a,N/a,N/a,Independent Transcriber/Contractor,N/a,670-674,0,02/1990,$0.00,8,0,22,33,"$6,087.00",0,46.50%,n/a,4
39580454,"$35,000","$35,000",10.49%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$8,750 / month",19.35%,3 years ,802xx,N/a,N/a,N/a,Dba,N/a,720-724,0,04/1997,$0.00,8,0,18,n/a,"$55,159.00",0,81.80%,n/a,1
39580539,"$9,450","$9,450",15.59%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$3,333 / month",13.83%,1 year ,482xx,N/a,N/a,N/a,Mechanic,N/a,675-679,0,03/1998,$0.00,4,0,12,43,"$1,959.00",0,85.20%,n/a,1
39580612,"$35,000","$35,000",19.24%,1.00%,"January 20, 2015","January 30, 2020","January 30, 2020",$0,MORTGAGE,"$12,500 / month",19.51%,7 years ,907xx,N/a,N/a,N/a,RN,N/a,665-669,0,06/1998,$0.00,30,0,52,n/a,"$39,486.00",0,61.10%,n/a,1
39580845,"$2,000","$2,000",10.49%,1.00%,"January 20, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$6,667 / month",7.73%,7 years ,295xx,N/a,N/a,N/a,District Manager,N/a,675-679,0,01/2001,$0.00,11,0,30,43,"$3,539.00",0,18.80%,n/a,0
39581012,"$5,000","$5,000",15.99%,1.00%,"January 20, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$7,583 / month",27.90%,10+ years ,945xx,N/a,N/a,N/a,Motorized Messenger,N/a,685-689,0,06/2000,$0.00,24,1,39,23,"$24,477.00",0,76.70%,n/a,2
39581067,"$1,000","$1,000",13.66%,1.00%,"January 20, 2015","January 31, 2018","January 31, 2020",$0,RENT,"$2,130 / month",35.46%,n/a,945xx,N/a,N/a,N/a,n/a,N/a,705-709,0,11/2006,$0.00,5,0,7,n/a,"$1,081.00",1,8.50%,116,0
39589211,"$6,050","$6,050",11.44%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$8,333 / month",11.81%,10+ years ,480xx,N/a,N/a,N/a,manufacturing tech,N/a,675-679,0,10/1990,$0.00,8,0,24,66,"$5,043.00",1,27.90%,47,0
39589253,"$25,000","$25,000",6.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$7,133 / month",7.89%,1 year ,282xx,N/a,N/a,N/a,CPA,N/a,750-754,0,11/1994,$0.00,12,0,26,25,"$19,063.00",0,27.70%,n/a,0
39589258,"$1,000","$1,000",14.31%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$2,667 / month",5.14%,3 years ,483xx,N/a,N/a,N/a,Frame Manager ,N/a,670-674,0,05/2004,$0.00,29,1,58,12,"$6,601.00",1,90.40%,103,1
39589280,"$17,575","$17,575",14.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$10,083 / month",14.47%,3 years ,605xx,N/a,N/a,N/a,Tech Systems Admin Specialist,N/a,660-664,0,04/2005,$0.00,11,1,20,2,"$6,460.00",0,50.50%,n/a,2
39589285,"$4,000","$4,000",11.44%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,OWN,"$5,625 / month",13.87%,10+ years ,255xx,N/a,N/a,N/a,System Administration,N/a,670-674,0,10/1981,$0.00,13,0,47,n/a,"$8,037.00",1,63.80%,68,1
39589328,"$4,500","$4,500",15.59%,1.00%,"January 14, 2015","January 27, 2018","January 27, 2020",$0,OWN,"$2,917 / month",12.07%,2 years ,986xx,N/a,N/a,N/a,Bus washer Maintenance,N/a,665-669,0,09/2008,$0.00,9,0,11,n/a,"$7,595.00",1,62.30%,115,1
39589376,"$7,125","$7,125",19.24%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$1,500 / month",24.80%,< 1 year ,337xx,N/a,N/a,N/a,housekeeping,N/a,660-664,0,11/2004,$0.00,7,0,7,n/a,"$9,788.00",0,68.40%,n/a,1
39589415,"$10,000","$10,000",9.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,167 / month",23.02%,10+ years ,730xx,N/a,N/a,N/a,Coordinator for Cardiopulmonary Services,N/a,670-674,0,02/1982,$0.00,13,0,27,n/a,"$6,529.00",1,39.30%,76,0
39589498,"$12,675","$12,675",19.24%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$6,250 / month",11.22%,3 years ,785xx,N/a,N/a,N/a,Manager,N/a,670-674,0,10/1994,$0.00,27,1,35,17,"$11,110.00",0,69.00%,n/a,0
39589521,"$15,500","$15,500",12.39%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$3,250 / month",12.83%,6 years ,850xx,N/a,N/a,N/a,personal trainer,N/a,660-664,0,10/1990,$0.00,12,0,50,46,"$21,149.00",1,76.60%,76,0
39589554,"$2,000","$2,000",10.49%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,250 / month",14.33%,10+ years ,986xx,N/a,N/a,N/a,assistant store manager,N/a,675-679,0,12/1988,$0.00,5,0,9,74,"$1,070.00",0,26.80%,n/a,0
39589581,"$21,600","$21,600",12.99%,1.00%,"January 20, 2015","January 29, 2020","January 29, 2020",$0,OWN,"$6,000 / month",20.80%,4 years ,300xx,N/a,N/a,N/a,account manager,N/a,685-689,0,11/1987,$0.00,19,1,30,3,"$12,690.00",0,27.50%,n/a,0
39589631,"$6,000","$6,000",8.67%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$7,167 / month",15.42%,10+ years ,302xx,N/a,N/a,N/a,medical technologist ,N/a,705-709,0,12/1983,$0.00,10,0,34,62,"$15,405.00",0,46.40%,n/a,0
39589633,"$12,000","$12,000",10.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,333 / month",19.92%,10+ years ,666xx,N/a,N/a,N/a,Speech-Language Pathologist,N/a,700-704,0,06/1982,$0.00,11,0,29,40,"$11,299.00",0,77.40%,n/a,1
39589661,"$16,000","$16,000",12.39%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$8,167 / month",4.56%,4 years ,021xx,N/a,N/a,N/a,Technician,N/a,685-689,0,08/2006,$0.00,10,0,19,56,"$6,793.00",0,39.30%,n/a,2
39589677,"$4,800","$4,800",14.31%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$5,500 / month",30.53%,10+ years ,996xx,N/a,N/a,N/a,driver,N/a,675-679,0,12/2006,$0.00,10,0,11,n/a,"$12,832.00",0,82.30%,n/a,1
39589826,"$5,000","$5,000",10.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$4,583 / month",7.22%,10+ years ,347xx,N/a,N/a,N/a,driver,N/a,665-669,0,04/2010,$0.00,7,0,9,n/a,"$6,001.00",1,52.60%,61,0
39589845,"$14,000","$14,000",10.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$4,167 / month",6.51%,3 years ,956xx,N/a,N/a,N/a,Proposal Specialist,N/a,665-669,0,12/2001,$0.00,7,0,24,65,"$4,593.00",2,28.50%,32,0
39589860,"$11,000","$11,000",9.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$4,167 / month",11.55%,1 year ,368xx,N/a,N/a,N/a,Assistant Professor,N/a,675-679,0,03/2002,$0.00,12,0,24,24,"$15,630.00",1,75.90%,33,0
39590287,"$12,000","$12,000",16.49%,1.00%,"January 16, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$4,667 / month",32.38%,8 years ,281xx,N/a,N/a,N/a,Senior Planner,N/a,680-684,0,02/1998,$0.00,14,0,31,n/a,"$25,924.00",0,82.60%,n/a,0
39590312,"$2,000","$2,000",6.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$3,750 / month",18.76%,8 years ,982xx,N/a,N/a,N/a,control room officer,N/a,725-729,0,09/2000,$0.00,10,0,29,57,"$1,736.00",1,12.40%,43,0
39599120,"$13,000","$13,000",8.67%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$9,167 / month",10.06%,5 years ,926xx,N/a,N/a,N/a,Software Developer,N/a,695-699,0,10/2001,$0.00,13,0,17,n/a,"$36,009.00",0,40.00%,n/a,0
39599121,"$16,000","$16,000",12.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,000 / month",30.30%,2 years ,921xx,N/a,N/a,N/a,police officer,N/a,680-684,0,08/2006,$0.00,12,1,22,18,"$9,545.00",0,18.70%,n/a,0
39599133,"$15,000","$15,000",6.03%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$9,167 / month",26.86%,10+ years ,762xx,N/a,N/a,N/a,Payroll manager,N/a,735-739,0,04/1988,$0.00,15,0,31,25,"$43,783.00",0,48.40%,n/a,0
39599240,"$10,000","$10,000",12.99%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,167 / month",23.44%,4 years ,799xx,N/a,N/a,N/a,Legal specialist ,N/a,660-664,0,07/2005,$0.00,18,1,31,14,"$9,988.00",0,76.20%,n/a,0
39599289,"$13,150","$13,150",17.14%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$2,500 / month",16.32%,n/a,661xx,N/a,N/a,N/a,n/a,N/a,705-709,0,04/2002,$0.00,8,0,17,n/a,"$19,873.00",0,54.40%,n/a,0
39599305,"$15,000","$15,000",12.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$7,500 / month",19.77%,10+ years ,454xx,N/a,N/a,N/a,Software Engineer,N/a,675-679,0,09/2003,$0.00,13,0,16,n/a,"$12,221.00",0,35.90%,n/a,0
39599330,"$8,125","$8,125",15.59%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$2,000 / month",26.01%,< 1 year ,765xx,N/a,N/a,N/a,Customer Service Representativ,N/a,700-704,0,11/1992,$0.00,7,0,17,n/a,"$16,920.00",0,66.10%,n/a,0
39599495,"$3,000","$3,000",11.44%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,083 / month",10.41%,1 year ,970xx,N/a,N/a,N/a,Sales,N/a,660-664,0,12/1998,$0.00,10,0,32,65,"$2,466.00",2,14.20%,55,0
39599532,"$12,550","$12,550",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,250 / month",29.15%,10+ years ,347xx,N/a,N/a,N/a,Manager/Owner,N/a,710-714,0,03/2006,$0.00,18,0,24,n/a,"$15,069.00",0,32.80%,n/a,0
39599625,"$18,600","$18,600",16.49%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,333 / month",30.33%,10+ years ,302xx,N/a,N/a,N/a,Program Manager,N/a,690-694,0,09/2000,$0.00,13,0,22,n/a,"$12,937.00",0,50.10%,n/a,1
39599632,"$35,000","$35,000",15.99%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$8,167 / month",30.70%,10+ years ,995xx,N/a,N/a,N/a,Flight Chief,N/a,665-669,0,11/1994,$0.00,14,0,49,39,"$33,435.00",0,90.60%,n/a,0
39599634,"$18,225","$18,225",17.14%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,667 / month",8.72%,10+ years ,914xx,N/a,N/a,N/a,Associate Support Dept. Supervisor,N/a,670-674,0,06/1995,$0.00,6,0,18,29,"$15,530.00",0,92.40%,n/a,0
39599645,"$5,425","$5,425",16.49%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$1,833 / month",39.66%,2 years ,610xx,N/a,N/a,N/a,Veterinary Technician,N/a,670-674,0,09/2006,$0.00,10,0,20,n/a,"$7,478.00",0,52.30%,n/a,2
39599660,"$34,100","$34,100",16.49%,1.00%,"January 16, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$6,250 / month",29.82%,5 years ,871xx,N/a,N/a,N/a,Branch Manager,N/a,710-714,0,10/1983,$0.00,10,0,28,37,"$52,381.00",0,80.20%,n/a,0
39599683,"$7,250","$7,250",19.24%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,OWN,"$2,160 / month",27.42%,n/a,070xx,N/a,N/a,N/a,n/a,N/a,660-664,0,07/1995,$0.00,12,0,46,47,"$7,949.00",5,70.30%,36,1
39599975,"$20,000","$20,000",14.31%,1.00%,"January 20, 2015","January 28, 2020","January 28, 2020",$0,RENT,"$4,833 / month",11.71%,10+ years ,983xx,N/a,N/a,N/a,Branch Manager,N/a,660-664,0,05/2004,$0.00,8,0,18,n/a,"$19,346.00",0,91.30%,n/a,1
39600018,"$8,000","$8,000",6.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$2,750 / month",28.85%,2 years ,973xx,N/a,N/a,N/a,Claims Analysis ,N/a,670-674,0,11/1998,$0.00,14,2,26,19,"$7,838.00",0,59.80%,n/a,0
39600029,"$4,800","$4,800",21.99%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,$833 / month,26.17%,2 years ,486xx,N/a,N/a,N/a,Cook,N/a,660-664,0,09/2005,$0.00,5,0,10,n/a,"$2,416.00",0,83.30%,n/a,1
39600163,"$35,000","$35,000",15.59%,1.00%,"January 20, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$6,500 / month",20.66%,4 years ,301xx,N/a,N/a,N/a,Best Boy Grip,N/a,715-719,0,02/2004,$0.00,8,0,15,n/a,"$19,301.00",0,80.40%,n/a,0
39600196,"$7,625","$7,625",16.49%,1.00%,"January 15, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$2,167 / month",16.62%,< 1 year ,242xx,N/a,N/a,N/a,Ccp collections specialist,N/a,665-669,0,10/2003,$0.00,11,0,13,n/a,"$3,665.00",0,36.30%,n/a,1
39600213,"$4,000","$4,000",12.39%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,OWN,"$12,500 / month",9.06%,10+ years ,152xx,N/a,N/a,N/a,Technologist,N/a,715-719,0,05/1996,$0.00,35,0,53,n/a,"$21,028.00",0,23.40%,n/a,0
39600339,"$4,800","$4,800",14.99%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$5,000 / month",11.32%,2 years ,100xx,N/a,N/a,N/a,Human Resources Generalist,N/a,660-664,0,10/2002,$0.00,10,0,18,37,"$8,470.00",1,70.00%,50,3
39600509,"$6,000","$6,000",14.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$2,500 / month",30.40%,1 year ,152xx,N/a,N/a,N/a,Appliance Sales Associate,N/a,685-689,0,08/2001,$0.00,15,0,23,n/a,"$10,000.00",0,45.50%,n/a,1
39600549,"$11,950","$11,950",25.80%,1.00%,"January 20, 2015","January 29, 2020","January 29, 2020",$0,OWN,"$3,750 / month",16.67%,5 years ,676xx,N/a,N/a,N/a,waitress/host,N/a,680-684,0,09/2009,$0.00,12,0,13,56,"$4,439.00",0,54.10%,n/a,4
39600575,"$16,150","$16,150",15.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$7,083 / month",12.30%,10+ years ,495xx,N/a,N/a,N/a,customer business consultant,N/a,680-684,0,06/2000,$0.00,12,1,24,14,"$9,707.00",0,70.30%,n/a,2
39600628,"$10,000","$10,000",15.99%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$2,667 / month",29.94%,7 years ,701xx,N/a,N/a,N/a,Accountant,N/a,705-709,0,08/2007,$0.00,5,0,10,n/a,"$15,541.00",0,75.40%,n/a,0
39600712,"$17,200","$17,200",14.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$4,000 / month",13.92%,1 year ,871xx,N/a,N/a,N/a,Owner,N/a,665-669,0,08/1999,$0.00,8,1,16,15,"$18,448.00",0,79.90%,n/a,0
39600714,"$4,000","$4,000",15.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$2,667 / month",7.80%,2 years ,342xx,N/a,N/a,N/a,Director of Maintenance,N/a,675-679,0,06/2004,$0.00,18,0,39,n/a,"$2,051.00",1,7.70%,32,4
39609137,"$17,000","$17,000",11.44%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$5,833 / month",23.85%,4 years ,620xx,N/a,N/a,N/a,Delivery driver,N/a,690-694,0,09/2004,$0.00,21,0,45,47,"$15,584.00",0,38.90%,n/a,1
39609188,"$25,000","$25,000",14.31%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$7,500 / month",14.26%,8 years ,753xx,N/a,N/a,N/a,Associate Broker,N/a,690-694,0,11/1993,$0.00,8,0,23,n/a,"$18,492.00",0,93.40%,n/a,0
39609197,"$22,500","$22,500",21.99%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,RENT,"$5,000 / month",13.82%,< 1 year ,956xx,N/a,N/a,N/a,Furniture Consultant,N/a,695-699,0,03/1996,$0.00,6,1,40,18,"$6,696.00",0,79.70%,n/a,0
39609212,"$1,000","$1,000",11.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$2,667 / month",13.65%,10+ years ,111xx,N/a,N/a,N/a,Box Office Representative,N/a,675-679,0,01/2000,$0.00,8,1,11,18,"$7,509.00",0,74.30%,n/a,0
39609244,"$5,000","$5,000",15.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,500 / month",20.76%,10+ years ,148xx,N/a,N/a,N/a,K-12 Teacher Librarian,N/a,660-664,0,04/1976,$0.00,15,0,37,25,"$6,595.00",2,79.50%,43,2
39609254,"$15,000","$15,000",11.44%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,OWN,"$6,583 / month",20.63%,8 years ,805xx,N/a,N/a,N/a,Administrator,N/a,705-709,0,12/2002,$0.00,28,0,52,n/a,"$12,819.00",0,47.10%,n/a,2
39609269,"$17,175","$17,175",19.99%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$4,583 / month",19.20%,< 1 year ,077xx,N/a,N/a,N/a,Area Manager,N/a,675-679,0,08/2003,$0.00,8,0,9,n/a,"$11,259.00",1,46.10%,63,0
39609270,"$12,000","$12,000",15.59%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$5,417 / month",24.69%,6 years ,460xx,N/a,N/a,N/a,Buyer,N/a,680-684,0,10/2005,$0.00,23,0,44,n/a,"$22,532.00",0,66.70%,n/a,2
39609274,"$14,400","$14,400",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$6,833 / month",18.28%,10+ years ,984xx,N/a,N/a,N/a,Market Coach,N/a,675-679,0,02/1975,$0.00,11,0,16,77,"$13,185.00",0,78.00%,n/a,0
39609345,"$8,000","$8,000",11.99%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$6,833 / month",28.58%,10+ years ,129xx,N/a,N/a,N/a,Secretary,N/a,660-664,0,11/1982,$0.00,12,0,52,43,"$14,959.00",0,70.90%,n/a,1
